2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02 2.165699999999999917e-02
2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02 2.197090000000000154e-02
2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02 2.228930000000000147e-02
2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02 2.261229999999999837e-02
2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02 2.293989999999999918e-02
2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02 2.327219999999999983e-02
2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02 2.360929999999999973e-02
2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02 2.395129999999999829e-02
2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02 2.429819999999999897e-02
2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02 2.464999999999999830e-02
2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02 2.500689999999999857e-02
2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02 2.536889999999999978e-02
2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02 2.573610000000000134e-02
2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02 2.610859999999999917e-02
2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02 2.648649999999999963e-02
2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02 2.686969999999999983e-02
2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02 2.725850000000000148e-02
2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02 2.765280000000000168e-02
2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02 2.805279999999999926e-02
2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02 2.845850000000000116e-02
2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02 2.887009999999999924e-02
2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02 2.928760000000000044e-02
2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02 2.971100000000000130e-02
3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02 3.014050000000000062e-02
3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02 3.057620000000000129e-02
3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02 3.101819999999999924e-02
3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02 3.146639999999999854e-02
